Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Ford,Mondeo,1.4,Petrol,2019,17934,33790
Ford,Fiesta,1.2,Petrol,2003,159705,2771
Ford,Focus,1.0,Petrol,2016,41740,20583
Ford,Mondeo,1.8,Diesel,2019,23855,38936
VW,Polo,1.2,Diesel,1994,127964,2118
Ford,Mondeo,1.8,Diesel,2010,47792,18561
Ford,Mondeo,2.0,Diesel,1996,145277,3810
VW,Polo,1.6,Petrol,1988,219433,719
Toyota,Yaris,1.0,Hybrid,2010,97159,9140
VW,Polo,2.0,Petrol,2012,60192,14062
VW,Polo,1.4,Petrol,2015,52505,15092
Ford,Focus,2.0,Petrol,1989,74909,3889
Ford,Mondeo,1.4,Diesel,2000,143716,4215
Toyota,Prius,1.8,Hybrid,2006,134560,9187
Ford,Fiesta,1.2,Petrol,1992,138809,1578
BMW,M5,4.0,Petrol,2017,30277,93686
Ford,Fiesta,1.4,Petrol,2021,10723,27931
Toyota,Yaris,1.4,Hybrid,2016,53375,21722
Ford,Focus,1.4,Petrol,2021,15358,39513
BMW,M5,4.0,Petrol,2010,73374,44852
VW,Passat,1.6,Petrol,2007,159865,6334
Porsche,911,2.2,Petrol,1987,366648,652
VW,Golf,1.6,Diesel,1999,67194,6293
VW,Golf,2.0,Diesel,2008,99161,10262
Ford,Fiesta,1.2,Petrol,2001,74338,4642
Ford,Fiesta,1.0,Petrol,2010,77265,7569
Ford,Focus,1.8,Petrol,1993,185895,2023
Ford,Fiesta,1.4,Petrol,1998,174198,1898
Toyota,Yaris,1.4,Hybrid,2006,92795,8548
Ford,Mondeo,2.0,Hybrid,2019,28243,45758
VW,Polo,2.0,Diesel,1999,188922,2303
VW,Polo,1.0,Petrol,1991,311798,293
Ford,Fiesta,1.2,Hybrid,1985,149258,1091
VW,Polo,1.0,Diesel,1993,134333,1720
Toyota,Prius,1.0,Hybrid,2005,112157,7620
Ford,Mondeo,1.8,Diesel,1994,357576,454
Ford,Mondeo,1.8,Petrol,2012,24006,23234
VW,Golf,1.6,Petrol,1997,13000,7254
Toyota,Prius,1.4,Hybrid,2003,69083,10720
Toyota,RAV4,2.0,Hybrid,1997,125292,6719
Ford,Fiesta,1.4,Petrol,1989,275414,418
VW,Golf,2.0,Hybrid,2010,27118,21424
Toyota,RAV4,2.0,Hybrid,1995,160516,4426
BMW,M5,4.4,Petrol,1994,252941,3684
Porsche,Cayenne,2.6,Diesel,2017,45782,57438
Ford,Fiesta,1.0,Petrol,2011,37743,10417
VW,Golf,1.6,Petrol,2008,59315,11497
Porsche,Cayenne,4.0,Diesel,2007,80642,29135
Ford,Mondeo,1.8,Diesel,2020,10330,44790
Toyota,Prius,1.4,Hybrid,2003,110159,8010
BMW,Z4,3.0,Petrol,1998,127972,6493
Toyota,Yaris,1.2,Hybrid,1993,274706,707
Toyota,RAV4,2.0,Petrol,2000,133822,6396
Porsche,911,2.6,Petrol,1996,249291,3959
Toyota,Prius,1.4,Hybrid,1996,123958,4521
VW,Passat,1.8,Diesel,1998,143694,4420
Porsche,718 Cayman,2.4,Petrol,2007,84982,17612
Porsche,718 Cayman,2.0,Petrol,1995,182372,3352
Toyota,RAV4,1.8,Hybrid,2015,47430,36536
Toyota,Yaris,1.2,Hybrid,1993,122626,2663
BMW,Z4,3.0,Petrol,2017,12739,49584
Toyota,Yaris,1.0,Petrol,1994,147300,1780
Toyota,Prius,1.0,Hybrid,2009,102977,10653
Porsche,911,2.2,Petrol,2001,155456,11613
Ford,Mondeo,1.6,Diesel,2004,133924,6363
BMW,Z4,3.0,Petrol,2018,18677,51332
Porsche,718 Cayman,2.0,Petrol,2009,83534,18558
BMW,M5,4.0,Petrol,2016,35712,84916
Ford,Fiesta,1.0,Petrol,1996,97127,2587
VW,Polo,1.6,Petrol,1995,56143,4156
BMW,Z4,2.4,Petrol,2004,71356,13092
Ford,Fiesta,1.2,Petrol,2010,83144,7961
Toyota,Prius,1.0,Hybrid,1989,67549,3599
VW,Polo,2.0,Petrol,2018,29084,25359
VW,Polo,1.6,Petrol,1990,274282,495
Porsche,718 Cayman,2.0,Petrol,2017,17944,47606
Ford,Focus,2.0,Petrol,1993,176355,2314
Toyota,RAV4,1.8,Hybrid,1997,214573,3004
BMW,X3,2.0,Diesel,1996,192345,2996
VW,Passat,1.4,Diesel,2018,24879,33745
Toyota,Prius,1.8,Hybrid,1994,111420,4937
Toyota,Prius,1.8,Hybrid,2002,107090,8694
Toyota,Yaris,1.4,Hybrid,2016,38867,23743
Ford,Fiesta,1.0,Petrol,2005,143995,3288
Ford,Focus,1.4,Petrol,2002,92475,6848
Toyota,Yaris,1.4,Petrol,2004,125953,4864
BMW,M5,5.0,Petrol,1995,234128,4991
Toyota,RAV4,1.8,Hybrid,2011,51067,27360
Toyota,Yaris,1.2,Hybrid,1985,199231,826
VW,Passat,2.0,Petrol,2008,98891,12204
Ford,Focus,1.4,Petrol,2002,113397,5870
Toyota,RAV4,2.2,Hybrid,2002,131707,9353
VW,Golf,1.2,Diesel,2008,112062,7223
VW,Golf,1.6,Diesel,1997,73240,5289
Toyota,Prius,1.0,Hybrid,1993,110737,3460
Porsche,718 Cayman,2.0,Petrol,2002,121334,8813
Toyota,Yaris,1.4,Hybrid,2011,60005,14919
BMW,X3,2.0,Diesel,1995,178186,3168
Porsche,718 Cayman,2.0,Petrol,1994,189596,2946
Toyota,RAV4,1.8,Hybrid,1992,258529,1440
VW,Polo,1.2,Petrol,2010,90989,7731
Ford,Mondeo,1.4,Diesel,2009,88742,11668
BMW,Z4,3.0,Petrol,2010,78030,20870
Ford,Mondeo,2.0,Diesel,1992,177155,2237
Toyota,Prius,1.4,Hybrid,2009,100426,12843
Toyota,Prius,1.0,Hybrid,2002,132942,5312
VW,Golf,1.8,Diesel,1996,149828,2953
Ford,Focus,1.4,Petrol,2019,35120,30941
Toyota,RAV4,1.8,Petrol,2005,119587,9462
VW,Golf,1.2,Petrol,1996,203459,1453
Toyota,RAV4,2.2,Petrol,2011,86841,19866
VW,Golf,2.0,Petrol,2017,23013,29136
Toyota,Yaris,1.4,Hybrid,1994,200563,1607
Ford,Fiesta,1.2,Petrol,2011,86109,8335
Ford,Mondeo,1.4,Diesel,2008,94275,10493
Toyota,Prius,1.8,Hybrid,1991,267533,1054
BMW,M5,4.4,Petrol,2015,28583,86833
VW,Golf,1.4,Diesel,2015,33606,21087
Ford,Mondeo,1.4,Petrol,2006,87776,9160
Ford,Mondeo,1.8,Petrol,2003,125764,6411
VW,Passat,1.4,Diesel,1999,147213,4050
Toyota,RAV4,2.2,Petrol,1995,172966,3484
VW,Golf,1.8,Petrol,1998,71138,5793
VW,Golf,1.2,Diesel,2019,30223,25994
VW,Golf,2.0,Diesel,1997,100934,4865
VW,Polo,1.6,Petrol,2017,34434,20572
Toyota,Prius,1.4,Hybrid,1991,240845,1190
VW,Passat,1.8,Diesel,1994,205353,2004
Ford,Fiesta,1.2,Petrol,2009,39553,9880
BMW,M5,5.0,Petrol,2011,82071,50503
VW,Passat,1.6,Diesel,1984,256568,609
VW,Golf,1.4,Diesel,2018,38275,25058
BMW,M5,4.4,Petrol,2007,121512,27166
Ford,Focus,1.8,Diesel,2017,38766,31552
VW,Golf,1.8,Petrol,1997,176449,2406
VW,Polo,1.6,Petrol,2008,99701,7337
VW,Polo,1.6,Petrol,1987,299002,321
Toyota,Yaris,1.4,Hybrid,2016,74594,18905
Ford,Fiesta,1.2,Petrol,2006,120449,4637
VW,Polo,1.6,Petrol,2000,194667,1994
VW,Golf,1.6,Petrol,1992,151243,2007
VW,Polo,2.0,Petrol,2012,43749,15590
Toyota,Prius,1.0,Hybrid,1990,136309,2324
Ford,Mondeo,1.8,Diesel,2001,229004,2447
BMW,Z4,2.0,Petrol,2019,19048,44711
VW,Polo,1.2,Petrol,2008,103754,6167
Ford,Fiesta,1.2,Petrol,2016,44260,15314
VW,Golf,1.4,Petrol,2013,52011,15723
Toyota,RAV4,2.4,Hybrid,2005,154461,9930
Porsche,718 Cayman,2.0,Petrol,2012,99109,20282
Porsche,718 Cayman,2.4,Petrol,2008,119157,14646
Toyota,Prius,1.4,Hybrid,2012,52989,21681
BMW,M5,4.0,Petrol,2003,141690,16921
VW,Passat,1.4,Diesel,2001,43458,9746
VW,Polo,1.0,Petrol,1993,193695,997
Toyota,RAV4,1.8,Hybrid,1997,189974,3733
VW,Polo,1.4,Petrol,2021,14043,28165
BMW,Z4,3.0,Petrol,1994,118639,5346
Toyota,Prius,1.8,Hybrid,2015,22808,35917
VW,Polo,2.0,Petrol,2015,21524,21665
BMW,X3,2.4,Diesel,2003,127312,8982
VW,Polo,1.4,Petrol,1995,109380,2685
VW,Polo,1.0,Petrol,2017,24552,17211
Toyota,Prius,1.0,Hybrid,2013,52934,19594
BMW,Z4,3.0,Petrol,2004,9500,21202
Ford,Mondeo,2.0,Petrol,2010,61298,17106
Porsche,718 Cayman,2.0,Petrol,1992,214651,2067
Ford,Mondeo,1.6,Diesel,2007,69432,12468
Porsche,911,2.2,Petrol,2015,65200,57993
VW,Golf,1.4,Petrol,2002,190899,2614
VW,Polo,1.0,Petrol,2018,34229,17406
VW,Golf,1.2,Petrol,2014,47545,15998
Ford,Fiesta,1.4,Petrol,2020,19725,24894
VW,Golf,2.0,Petrol,1995,120849,3491
VW,Passat,2.0,Petrol,2003,126454,7102
Porsche,Cayenne,4.0,Petrol,2009,57977,36875
Toyota,Prius,1.4,Hybrid,2007,125812,9278
VW,Passat,2.0,Diesel,2014,41215,28091
Toyota,Yaris,1.2,Petrol,2012,46338,13410
Ford,Focus,2.0,Diesel,2006,79624,12282
VW,Golf,1.4,Petrol,1992,221636,1022
Ford,Mondeo,1.6,Diesel,1998,96536,5666
Toyota,Yaris,1.2,Hybrid,2009,104086,8904
Toyota,RAV4,2.4,Hybrid,1998,96191,9790
BMW,Z4,2.4,Petrol,2007,90842,13973
Ford,Fiesta,1.0,Petrol,2002,89062,4090
VW,Passat,1.4,Diesel,2020,12899,41170
Toyota,Yaris,1.0,Petrol,1995,171941,1550
Toyota,RAV4,2.4,Hybrid,2016,26544,51026
Toyota,Prius,1.4,Hybrid,2022,4674,55652
Ford,Focus,2.0,Petrol,1996,190008,2513
VW,Polo,1.6,Petrol,1987,124215,1504
VW,Polo,2.0,Petrol,1999,160583,2792
VW,Golf,2.0,Diesel,2014,32794,23690
VW,Passat,1.8,Petrol,2007,70409,13219
Porsche,Cayenne,3.5,Petrol,2005,123589,16570
Ford,Fiesta,1.4,Petrol,2008,89346,7205
Toyota,RAV4,2.2,Hybrid,2003,116646,11236
Ford,Fiesta,1.0,Petrol,1988,216488,569
VW,Passat,2.0,Diesel,1997,245011,1803
Toyota,RAV4,1.8,Petrol,2012,63636,22489
Ford,Fiesta,1.4,Petrol,2014,34112,15380
VW,Passat,1.4,Diesel,2002,99962,7130
VW,Polo,1.2,Petrol,2013,25706,14347
Toyota,Yaris,1.4,Petrol,2013,59295,14271
Ford,Focus,1.8,Diesel,1989,309010,525
Ford,Fiesta,1.2,Petrol,2004,155142,3076
Ford,Mondeo,1.8,Petrol,2001,90140,7319
VW,Passat,1.4,Diesel,1992,122101,3099
VW,Polo,1.0,Petrol,1988,277988,331
BMW,Z4,2.0,Petrol,1985,247639,794
Porsche,718 Cayman,2.4,Petrol,2005,117122,12179
VW,Golf,1.4,Petrol,1996,142978,2622
Ford,Fiesta,1.0,Petrol,2017,43992,14968
Ford,Mondeo,1.6,Diesel,1994,40180,6307
Toyota,Yaris,1.4,Hybrid,2012,67769,15158
Toyota,RAV4,1.8,Hybrid,2011,13065,34097
Ford,Mondeo,2.0,Hybrid,2000,167908,4715
Ford,Focus,1.0,Diesel,1996,228005,1331
VW,Polo,2.0,Petrol,2016,28203,22306
VW,Polo,2.0,Petrol,1994,191287,1539
Ford,Focus,2.0,Diesel,2015,37479,29331
Toyota,RAV4,2.0,Hybrid,1993,234066,2033
Ford,Mondeo,1.8,Diesel,2012,93986,15566
Toyota,Yaris,1.0,Petrol,2004,86320,5517
Ford,Focus,1.6,Petrol,1997,87309,5442
BMW,M5,5.0,Petrol,1995,154248,10019
Toyota,RAV4,2.0,Petrol,2003,134376,7777
Ford,Focus,1.8,Petrol,2002,133563,5693
Ford,Fiesta,1.4,Petrol,2010,110843,7035
VW,Polo,2.0,Petrol,2022,7854,37179
BMW,Z4,2.2,Petrol,1988,274969,788
Ford,Fiesta,1.0,Petrol,2007,87016,5791
Toyota,Yaris,1.0,Hybrid,2005,184975,3241
VW,Golf,2.0,Hybrid,1992,234299,1307
VW,Passat,1.8,Petrol,2008,73187,13869
VW,Passat,1.6,Diesel,1990,116877,3018
Ford,Fiesta,1.4,Petrol,1991,202049,935
Ford,Focus,1.4,Diesel,2013,97829,14404
VW,Polo,1.2,Petrol,1988,233343,549
Ford,Mondeo,1.6,Hybrid,2001,170573,4408
Ford,Fiesta,1.2,Petrol,1995,298578,464
Toyota,Yaris,1.2,Hybrid,2000,144229,3579
VW,Passat,1.6,Petrol,2007,88392,11012
VW,Polo,1.0,Petrol,1994,212205,905
Ford,Fiesta,1.0,Petrol,2007,121131,4501
VW,Polo,1.6,Petrol,2013,50770,14274
VW,Polo,1.2,Petrol,1989,171325,1014
BMW,X3,3.0,Diesel,2014,43077,37659
Toyota,RAV4,2.2,Hybrid,2019,17621,62699
Toyota,RAV4,2.0,Hybrid,2003,95647,12522
BMW,M5,5.0,Petrol,2019,24814,123459
Toyota,Prius,1.0,Hybrid,2011,54672,16961
VW,Passat,1.6,Petrol,2001,192430,3216
Toyota,Prius,1.4,Hybrid,1986,261605,704
VW,Passat,1.8,Petrol,2006,76364,11879
VW,Golf,1.8,Petrol,1994,194220,1689
Ford,Mondeo,1.4,Hybrid,2001,144815,5104
Ford,Mondeo,1.6,Diesel,2015,53946,23501
Toyota,RAV4,2.0,Hybrid,1998,163996,5251
BMW,Z4,3.0,Petrol,2010,73016,21594
Toyota,Yaris,1.0,Hybrid,2008,64045,10056
VW,Passat,1.8,Diesel,1999,162999,4031
BMW,Z4,2.4,Petrol,2016,30962,37502
VW,Golf,1.8,Hybrid,2005,121611,7696
Ford,Mondeo,1.4,Hybrid,1995,184038,2463
Ford,Focus,1.4,Petrol,1991,40866,4624
VW,Golf,2.0,Petrol,2021,4229,42054
Ford,Fiesta,1.0,Petrol,2008,104775,5444
Ford,Focus,1.6,Diesel,2000,236466,2035
BMW,X3,3.0,Petrol,1997,119385,6817
VW,Golf,1.8,Petrol,2015,49421,20703
Porsche,718 Cayman,2.4,Petrol,2006,140170,10868
VW,Passat,2.0,Diesel,1990,234644,1243
Ford,Mondeo,2.0,Diesel,1985,296893,471
VW,Golf,1.2,Diesel,2001,129459,3962
Ford,Mondeo,1.8,Diesel,1998,169902,3368
Ford,Mondeo,1.4,Hybrid,2006,140646,7367
Ford,Focus,1.6,Petrol,2013,43542,21085
Toyota,RAV4,2.0,Hybrid,2000,151702,6644
VW,Polo,1.4,Petrol,1995,215451,1112
VW,Polo,2.0,Petrol,2018,26914,25675
Toyota,Prius,1.8,Hybrid,2018,30278,42053
Toyota,Prius,1.0,Hybrid,2013,55314,19301
VW,Polo,1.6,Diesel,1995,186840,1606
VW,Golf,1.6,Diesel,1985,132222,1540
Toyota,Yaris,1.2,Hybrid,2001,200274,2380
Ford,Mondeo,1.6,Diesel,1988,156817,1819
Ford,Fiesta,1.4,Petrol,1998,174929,1887
Toyota,RAV4,2.0,Petrol,2016,30451,37961
Ford,Focus,1.4,Petrol,1999,75142,6328
Toyota,Yaris,1.2,Hybrid,2013,52010,16607
Toyota,Yaris,1.0,Petrol,2000,70212,4719
Ford,Mondeo,1.6,Diesel,2011,55902,17778
Toyota,RAV4,1.8,Hybrid,2000,148970,6446
VW,Passat,1.6,Diesel,2007,88544,11550
VW,Golf,1.6,Petrol,2003,89159,6730
Toyota,Yaris,1.0,Petrol,2007,98462,6177
Toyota,Prius,1.4,Hybrid,2012,58413,20946
Toyota,Yaris,1.2,Petrol,1998,227917,1268
BMW,M5,5.0,Petrol,2013,49117,71680
Toyota,Yaris,1.0,Hybrid,2007,105030,7064
Toyota,Yaris,1.0,Hybrid,2005,118330,5592
Toyota,Prius,1.4,Hybrid,2014,70417,22122
BMW,Z4,2.4,Petrol,2003,112079,9158
Ford,Mondeo,1.4,Diesel,1998,164015,3121
VW,Polo,1.4,Petrol,1993,237343,798
BMW,Z4,2.4,Petrol,1997,107570,6350
BMW,X3,2.0,Diesel,2013,79848,22661
Ford,Mondeo,2.0,Diesel,2015,39734,28675
Ford,Fiesta,1.2,Petrol,1998,98473,3207
Porsche,911,2.6,Petrol,1998,214105,6232
BMW,Z4,2.4,Petrol,2004,179135,5690
Toyota,RAV4,2.0,Petrol,2016,40447,35795
VW,Polo,1.2,Petrol,2013,85901,9789
Toyota,Yaris,1.2,Hybrid,2018,31556,26218
Toyota,Yaris,1.2,Hybrid,2016,46332,21011
Toyota,Prius,1.0,Hybrid,1987,295799,461
Toyota,RAV4,2.0,Petrol,1990,61467,5546
Ford,Mondeo,1.6,Diesel,1991,201721,1512
Toyota,Yaris,1.4,Hybrid,2010,82394,12011
Toyota,RAV4,2.2,Hybrid,2016,48900,42787
VW,Polo,2.0,Petrol,1989,198406,1036
Toyota,Prius,1.4,Hybrid,1995,264673,1246
BMW,X3,2.4,Diesel,2004,101946,11639
Ford,Fiesta,1.2,Petrol,2017,28528,17962
Porsche,718 Cayman,2.4,Petrol,1992,263768,1444
VW,Passat,1.8,Diesel,2002,136942,6092
Ford,Focus,1.6,Petrol,2012,95478,13955
Ford,Focus,1.0,Petrol,2014,25731,19777
VW,Golf,1.2,Hybrid,2010,87390,11295
VW,Golf,1.6,Petrol,2019,26314,29230
Ford,Focus,1.0,Diesel,2022,8247,38919
Porsche,718 Cayman,4.0,Petrol,2012,52286,39437
Ford,Fiesta,1.4,Petrol,2019,32145,21712
Ford,Mondeo,1.4,Diesel,2008,68031,12583
VW,Golf,2.0,Petrol,1988,149613,1742
Ford,Mondeo,1.8,Petrol,2004,109619,7753
Toyota,RAV4,2.2,Hybrid,2018,22673,57048
Toyota,Yaris,1.2,Petrol,2002,132072,3756
Toyota,Prius,1.0,Hybrid,1997,128826,3932
Ford,Focus,1.0,Diesel,2011,73232,12660
VW,Golf,1.6,Petrol,2006,116513,6721
Ford,Focus,2.0,Petrol,2015,54677,25138
BMW,Z4,3.0,Petrol,2010,109342,16667
Ford,Fiesta,1.4,Petrol,2017,40170,18124
VW,Passat,1.6,Diesel,1988,184189,1524
VW,Golf,1.8,Diesel,1985,192455,988
VW,Golf,1.2,Hybrid,1987,196325,1019
VW,Passat,1.4,Petrol,2019,8884,37465
Ford,Mondeo,1.8,Hybrid,1996,110804,5410
Toyota,Prius,1.0,Hybrid,2015,31595,25468
Porsche,911,2.6,Petrol,2011,63163,48937
VW,Golf,1.4,Petrol,2000,179066,2534
VW,Golf,2.0,Petrol,2004,128287,6004
VW,Golf,1.2,Petrol,1999,164863,2476
Ford,Fiesta,1.0,Petrol,2000,164580,1988
Toyota,RAV4,2.2,Hybrid,1988,128633,3767
BMW,X3,3.0,Petrol,2001,127489,8359
Toyota,RAV4,1.8,Petrol,1995,218176,2121
BMW,M5,5.0,Petrol,2020,13591,140340
VW,Polo,1.2,Petrol,1987,174366,865
Ford,Focus,1.0,Diesel,2016,46034,21055
VW,Golf,1.8,Petrol,2009,65079,12556
Ford,Focus,2.0,Hybrid,2000,160457,5065
Ford,Mondeo,1.4,Diesel,1994,59135,5244
Toyota,Yaris,1.0,Petrol,2010,62922,9645
Toyota,RAV4,2.4,Hybrid,1989,165700,3112
VW,Golf,1.8,Petrol,2001,122489,4879
Ford,Fiesta,1.0,Petrol,2009,152135,4018
VW,Golf,1.6,Petrol,2019,11371,31720
Toyota,Prius,1.0,Hybrid,1996,206447,1916
Toyota,Yaris,1.4,Petrol,1987,196455,871
Toyota,Yaris,1.4,Hybrid,2002,238330,1951
VW,Golf,2.0,Petrol,2000,195906,2618
Toyota,Yaris,1.4,Petrol,1991,136143,1886
VW,Polo,1.2,Petrol,2021,18111,25509
Porsche,911,3.5,Petrol,1987,106439,8469
VW,Passat,1.4,Diesel,2022,1757,49838
VW,Golf,1.6,Petrol,2006,118638,6613
Ford,Focus,1.4,Petrol,2001,86307,6693
Toyota,RAV4,2.2,Hybrid,1985,49418,5399
Toyota,Yaris,1.4,Petrol,2007,87488,7907
Porsche,911,2.2,Petrol,1991,197665,4159
Toyota,RAV4,1.8,Hybrid,2003,82270,13061
Ford,Fiesta,1.0,Petrol,2014,78294,9812
VW,Golf,1.6,Diesel,2006,127627,6477
Toyota,RAV4,2.2,Hybrid,2018,47760,49236
Toyota,RAV4,2.0,Hybrid,2009,51939,25102
VW,Passat,1.4,Petrol,1996,183071,2337
VW,Passat,2.0,Diesel,2009,125042,11247
Ford,Mondeo,1.6,Diesel,1989,136406,2295
Toyota,RAV4,2.4,Hybrid,2012,79790,27957
Toyota,RAV4,1.8,Hybrid,2007,106894,14282
Ford,Focus,1.8,Diesel,1998,12500,10309
Ford,Focus,1.6,Diesel,1996,176319,2656
VW,Passat,2.0,Diesel,1990,230122,1295
Toyota,Prius,1.0,Hybrid,1990,169747,1765
BMW,M5,5.0,Petrol,2011,44805,64419
Ford,Mondeo,1.8,Diesel,2018,10769,39108
Ford,Fiesta,1.0,Petrol,2011,82739,7791
BMW,X3,2.4,Diesel,1994,131248,4779
VW,Passat,1.4,Diesel,2005,107185,8257
Ford,Mondeo,1.4,Diesel,2015,50016,22532
Toyota,RAV4,2.2,Hybrid,2017,52430,44740
Ford,Fiesta,1.2,Petrol,2001,92067,4102
Ford,Focus,1.0,Petrol,2007,29886,12112
Ford,Mondeo,1.4,Petrol,2004,142454,5295
VW,Polo,2.0,Petrol,2014,57842,16313
BMW,M5,4.0,Petrol,1993,179523,6340
Toyota,RAV4,1.8,Hybrid,2001,178452,5384
Porsche,718 Cayman,4.0,Petrol,2004,119662,14426
Toyota,Prius,1.0,Hybrid,2004,42803,11447
Ford,Fiesta,1.0,Petrol,1988,187561,734
Toyota,RAV4,1.8,Hybrid,2010,26103,29695
Ford,Focus,2.0,Petrol,2013,23748,26459
Ford,Fiesta,1.4,Petrol,2004,131412,4024
VW,Polo,2.0,Petrol,1995,125479,2838
Ford,Fiesta,1.4,Petrol,2006,107004,5545
VW,Polo,1.0,Petrol,1995,144671,1723
Toyota,RAV4,2.4,Hybrid,2008,56295,25026
Toyota,Yaris,1.2,Hybrid,1995,34599,5559
Ford,Fiesta,1.4,Petrol,2011,72813,9867
Ford,Fiesta,1.4,Petrol,2011,41748,12034
VW,Polo,1.6,Petrol,2020,11252,28589
Porsche,911,3.5,Petrol,2000,157266,13499
Toyota,RAV4,2.2,Petrol,1998,137395,5706
Porsche,Cayenne,4.0,Petrol,2010,53146,40646
Ford,Focus,1.8,Petrol,2013,59401,20251
BMW,M5,4.4,Petrol,1997,115910,14559
Toyota,Prius,1.0,Hybrid,2002,205959,2871
Ford,Focus,2.0,Petrol,1992,194081,1858
BMW,X3,2.0,Diesel,1990,228566,1454
Toyota,Yaris,1.4,Petrol,2003,168499,3220
Ford,Focus,1.6,Hybrid,2008,57659,16601
Ford,Mondeo,1.8,Diesel,2000,86237,7390
VW,Passat,1.8,Diesel,1998,145457,4357
Toyota,Prius,1.8,Hybrid,2018,45088,38517
Porsche,Cayenne,3.0,Diesel,2006,8500,36613
BMW,Z4,2.2,Petrol,2000,120332,6741
Ford,Mondeo,2.0,Diesel,2009,95536,13285
Toyota,RAV4,2.0,Hybrid,2000,154668,6484
Ford,Focus,1.0,Petrol,2007,126362,6267
Ford,Mondeo,2.0,Diesel,1997,117678,5063
Toyota,RAV4,2.4,Petrol,2000,145425,6384
Toyota,Yaris,1.0,Hybrid,1994,248230,883
Toyota,Prius,1.0,Hybrid,1990,183403,1571
VW,Golf,1.8,Petrol,2000,161531,3333
Toyota,Yaris,1.4,Petrol,2011,102953,9234
Porsche,911,2.2,Petrol,2009,107551,28866
VW,Polo,1.2,Petrol,2016,43872,15754
Ford,Focus,1.4,Diesel,1997,181901,2531
BMW,M5,5.0,Petrol,2002,117615,21380
Toyota,Prius,1.8,Hybrid,1997,123895,5482
Toyota,RAV4,1.8,Hybrid,2007,123234,12615
VW,Golf,2.0,Diesel,1988,155924,1736
Toyota,Yaris,1.0,Hybrid,2021,16765,31758
VW,Passat,2.0,Diesel,2003,133711,7043
BMW,X3,2.0,Diesel,1994,250866,1548
Ford,Fiesta,1.0,Petrol,2013,7837,14059
BMW,Z4,2.2,Petrol,1987,213115,1302
Toyota,Prius,1.8,Hybrid,2021,16431,55491
VW,Golf,1.4,Diesel,1996,158693,2421
VW,Polo,1.2,Diesel,1985,245418,422
VW,Polo,2.0,Petrol,1994,246013,941
Toyota,Prius,1.0,Hybrid,1999,118288,4875
Toyota,RAV4,2.4,Hybrid,1995,124554,6478
Toyota,RAV4,2.4,Hybrid,2001,123132,9772
VW,Golf,1.4,Petrol,1991,198390,1176
Ford,Mondeo,1.6,Diesel,2017,20246,32777
Ford,Fiesta,1.0,Hybrid,1991,287300,433
Ford,Fiesta,1.4,Petrol,2004,179340,2710
BMW,Z4,2.0,Petrol,2013,30757,28062
Ford,Fiesta,1.0,Petrol,2016,43996,14002
Ford,Fiesta,1.2,Hybrid,1998,185125,1920
Ford,Focus,1.0,Petrol,2009,97557,8897
Toyota,RAV4,2.4,Hybrid,1992,254327,1729
VW,Polo,1.2,Petrol,2003,138063,3393
Toyota,Prius,1.8,Hybrid,1999,76584,8851
Ford,Fiesta,1.2,Petrol,2002,87921,4516
Ford,Fiesta,1.0,Petrol,2009,63339,7772
Toyota,Yaris,1.2,Hybrid,2013,46358,17199
Ford,Fiesta,1.0,Diesel,2013,80248,9510
Porsche,911,2.2,Petrol,1987,144342,5001
BMW,X3,3.0,Diesel,2000,236569,3226
Toyota,RAV4,2.2,Hybrid,1996,146883,5551
Toyota,Yaris,1.4,Petrol,1997,196721,1692
Toyota,RAV4,2.2,Petrol,2009,103107,15462
Porsche,Cayenne,3.5,Diesel,2015,24372,66130
BMW,M5,4.4,Petrol,2006,135326,22808
Porsche,Cayenne,4.0,Petrol,2021,10312,108416
Ford,Focus,1.8,Diesel,1992,211681,1584
Ford,Fiesta,1.4,Petrol,2015,47274,15191
Toyota,RAV4,2.4,Hybrid,2019,33033,60045
Toyota,Prius,1.4,Hybrid,2005,97990,10013
BMW,Z4,3.0,Petrol,2015,77844,29164
VW,Passat,2.0,Diesel,2010,81158,16609
Ford,Focus,1.6,Petrol,1985,262003,563
BMW,X3,2.4,Diesel,1997,191390,3538
VW,Passat,1.4,Petrol,2015,59836,21303
Toyota,RAV4,2.2,Hybrid,2018,14258,59730
Ford,Mondeo,1.4,Diesel,1991,154757,2114
VW,Passat,1.6,Diesel,1999,135889,4742
Toyota,Yaris,1.0,Hybrid,2009,63768,10768
Ford,Fiesta,1.2,Petrol,2013,62026,11211
Toyota,RAV4,2.0,Hybrid,1995,152620,4725
Ford,Focus,1.6,Petrol,2015,31036,25944
Ford,Mondeo,1.6,Petrol,1995,183450,2205
BMW,X3,3.0,Diesel,2012,67864,28157
Ford,Focus,2.0,Petrol,2016,33801,30513
Ford,Fiesta,1.2,Petrol,1992,193384,998
Toyota,RAV4,1.8,Hybrid,2016,41135,40581
Porsche,718 Cayman,4.0,Petrol,2020,18392,82031
VW,Polo,1.2,Petrol,1991,133485,1581
BMW,X3,3.0,Diesel,2016,38708,44174
VW,Polo,1.4,Petrol,1995,152741,1909
BMW,X3,2.4,Diesel,2015,66889,30960
Ford,Mondeo,2.0,Diesel,2008,112327,10978
VW,Polo,2.0,Petrol,2014,43810,17807
